Post,Name,Datetime,Story,year
post-7063411,Haanjo,"May 2, 2021 at 1:44 PM","Actually, it was more like 35 seconds...

Last night I had a Lyft pickup at a pool (billiards) bar at around 12:30 am.

After about a minute and a half of waiting, a guy comes out and says, ""Wow, you were fast"", not realizing he had been in my que for close to 25 minutes, and was less than 2 miles from my last drop off. He then goes back into the bar.

At around the 4 minute mark, he comes back out and says he is waiting for his friend, and proudly says he will make it worth my while if I wait. I simply respond with the universal ""ok, ok"". At that point I explain to him that he has about 30 seconds...and he runs into the bar to get his friend.

The clock ticks down to zero, and he still hasn't shown up, so naturally I bolt. With around 11,000 Uber and Lyft rides to date, I no longer mess around. I'm serious when I say you have 30 seconds...

As I take off, I hear him yell, ""That wasn't 30 seconds, sir"", but the reality is that it was closer to 35 seconds...or more accurately 5 minutes and five seconds or so.

I don't get why so many people take so long to get ready. In my case, whenever I book Lyft ride, I'm ready before the driver gets to my pickup location. In this case, I get that my rider was probably finishing up a game of pool, but at this stage of the game, I don't put up with the BS I put up with when I was a new driver, and I won't hesitate to leave you behind if you are not ready, or if you chose to socialize with your friends for even 3 minutes...I will not hesitate to leave you behind if you don't give me the same respect as I given other Lyft drivers when they pick me up.

Do you feel the same way?",2021
post-7100637,Fusion_LUser,"Jun 4, 2021 at 4:48 PM","


Yeah.. Yeah... Yeah... Right back at you, Uber!

",2021
post-7090785,Fare Chaser,"May 26, 2021 at 1:58 PM","
This video shows the entire ride, start to finish. I sped up the parts with no dialogue. Here's a summary:

0:00-0:34 - greeting and confirmation of destination. Pax has an obvious bad attitude from the start.
1:59-2:15 - Pax sends me a text through app: ""I don't like your music, [name]"". I ask her ""You don't like my music? You want me to turn it off?"" to which she remains silent. I switch off the radio. At this point I start to worry about this pax. This was the most bizarre thing to happen during my 2000~ rides.
3:25-end - I ask the pax, ""So, now I'm curious, what kind of music do you like to listen to?"" to which she responds ""I don't have any interest in speaking with you."" That's when I pulled over to cancel the ride. That's when the fireworks happen.

Notes: 1) I have a big, obvious wedding band on my ring finger, I don't flirt with pax, and this one wasn't even attractive. 2) We had listened to Beatles' ""Here Comes The Sun"", but apparently she really didn't like listening to Pink Martini's rendition of ""Bolero"". 3) I am starting a new job very soon, so my tolerance for pax bullshit is at an all-time low. None of them ever get to treat me like The Help in my own car ever again. Deactivation from a false accusation from her, or from posting this video online? I don't care.

",2021
post-7092585,kingcorey321,"May 27, 2021 at 10:19 PM","God help us food drivers ! 
The food delivery market took a serious downturn last week and it has zero momentum to pull back up .
So the solution ? Get the old vacuum cleaner out and the 4 year old armor all . 
First carwash in a year ! And the dog hair !! I drive with two dogs delivering food .
Three hours cleaning . The car was a bit over due . 
Ok to the point nobody cares about all the info i posted above lmao . 
20 rides today. Very busy pax market . Keep in mind i am not a rookie with pax About 5500 or 6000 rides 
My car i have a ipad playing you tube videos . I got one report in the app. ( He was watching movies and driving )
Second issue kiss my butt . ( He took both hands off the wheel . He drove with his knee )
Third report ( He was not wearing a mask ) 
I do not miss delivering food. Hoping after the holiday it goes back to normal . 
The ipad is not coming out of the car . I will not wear a mask . I will not use my hands when not needed to make a pax feel safe . Kick me off the app ! Have a great holiday everyone burn some food on the bbq",2021
post-7097285,BigBadBob,"Jun 1, 2021 at 9:38 AM","Had a cop in my car the other say. 35 minute trip. Mostly talked about music. Cop was old enough to be my son. Nice guy. He told me that Uber drivers are like friends. We pick up the dross before they do. He has never ticketed an Uber driver. They usually run your license as it shows as a 'contact' So, unless you have any warrants, its all good. I never had a ticket driving with Uber. The cops who lit me up usually explain the errors of my ways. Usually speeding in a 25 zone. I seem to have trouble at that speed. Just an interesting observation.",2021
post-7079511,ANT 7,"May 16, 2021 at 10:08 PM","Some of you may remember my post about the fight in the drive thru line up of a few weeks ago.

Today, wifey and I are in her SUV getting a couple of diet cokes and the car in front of us is taking forever to collect her grub. It seems ""Karen"" didn't get any ""extra"" pickles on the 8 burgers she ordered (yes I saw her checking them all thru her back window).

JFC !!!!

After about 5 minutes of back and forth between her and the drive thru clerk Karen huffs and puffs and drives away with her bag because she won't pay more for extra pickles over and above what she has been given in the burgers already. I pull up to collect my drinks and ask the woman working the window ""can I get pickles with that ?""

She laughs so hard and drops one of my drinks on the floor.",2021
post-7087443,ANT 7,"May 23, 2021 at 3:13 PM","Why yes you are.

I cancelled within .0005 of a second upon receiving that pax text today.",2021
post-7093062,kdyrpr,"May 28, 2021 at 8:12 AM","Picked up at the airport, pax got in after I loaded 2 heavy suitcases. Nice enough lady and we headed out for about a 45 minute trip. Her rear window was 3/4 open and told her that she could control the window any way she preferred. She said she was OK with it open. Since the trip was nearly all on the highway I did mention that she may want to close it. I didn't think I had to explain the noise factor and other issues when your vehicle is traveling 70mph with a window open. 

The window stayed open the entire way. Since the conditions were not conducive to any type of conversation the entire trip was silent. 

Arrived at the destination unloaded her luggage and that was it. 

I had been mulling over the entire ride how I was going to rate. Keep in mind that I nearly always rate a 5. At least 98% of the time. My annoyance factor on this ride was essentially 1. The window issue and 2, I was SURE no tip would be included. After all I am an experienced UBER driver who has been through this crap before. Thus, I rated her a 2. UBER asks why and I just selected ""other"". 
You guessed it she tipped $15. I did hit the ""thanks for the tip"" button though. ",2021
post-7064325,FLKeys,"May 3, 2021 at 9:46 AM","


Weekend started off bad with my 3rd trip being and Uber Scammer. I'll post more about that in Uber Eats.

Had more cancels this past weekend than I have had so far this year.

First cancel, Friday Night, this guy was way to drunk to be getting in my car. Here is a series of screen shots from my dash cam. Easy pass, he actually fell again when he got past my front bumper giving me room to drive off. Luckily he fell away from my car.

Two more cancels Friday night where PAX texted me just before the 5 minutes was up that they were on the way. I was not in the mood to pick up people that made me wait. Waited out timer and drove off with cancel fee. Ended up calling it a night out of frustration and headed home.

Saturday started out okay. Friday's Uber Eats episode still lingering I opted not to turn eats on the rest of the weekend. Soon the cancels started rolling in. 6 for the day, 3 PAX cancelled as I arrived at pick-up point, 2 I cancelled for No Show. The final cancel was this little peach. Hard to see her in the picture, boy friend is leaning over her as she is puking out her guts. Good Bye, let someone else deal with that.




Last trip Saturday night, pick-up at a wedding property and take a couple to their resort. They were discussing that they need to leave at 8:00 AM to get to the airport on time. Non eventful 3 mile trip. I head toward my next pick-up and see flashing lights in my mirror for a brief second. Than nothing. Get to my pick-up and the guy gets in and says hey someone left their phone. Damn, bet that was the flashing light I saw. Drop them off pretty close to resort I dropped last couple off at. Select found item option and previous trip. Used call PAX option and sure enough it was his phone as it started ringing. Went by their cottage at the resort and knocked on door. No answer. Oh well, left a note on their door to contact Uber. Turned phone off and put it in an electronics bag so they could not track it to my house.

Get up early Sunday looking for an airport trip or two. Get a ping that just looks funny, no addresses that I recognize. I accept and start to get ready to walk out the door. I get a text message saying please call me. I call PAX and he tells me where he is at. He wants me to come pick him up some 40 miles away an take him to Aventura some 120 miles away. He proceeds to tell me the app keeps telling him no drivers available where he is at so he kept randomly putting in trips. I tell him I can't drive 40 miles un paid for a trip that will take me 80 miles from where I live. He says tell me what address to put in that is close to where I am at and he will put in a multi stop trip to come get him, take him to Aventura and he will take care of my return miles. A couple of minutes later I get pick-up updated so I continue out the door. Trip started 1 minute from my house, to 40 miles south for first stop.

I was passing the resort from PAX that left phone in my car so I stopped and knocked on door again. I also had already turned the phone back on to see if they would try and call it. My note was still there, and I knew they were planning on leaving in about an hour and I would be on a long trip and not able to return the phone. No answer. Oh well, off I go to pick-up my PAX. About 10 minutes away from my pick-up the left phone rings. I answer it and pretty much tell the guy he is out of luck as I was on a long trip. Told him I would ask my PAX I was picking up if they minded if I stopped to drop the phone off. Told him to call back in 15 minutes.

Get to the stop and a guy comes out and says he needs a few minutes and says thanks for going out of your way and slips me some cash. I ask him if he was okay with me dropping of the phone, he was sure that is fine. I look at the cash he hands me, a very, very, generous tip. As I'm waiting at his Ocean front house I notice the multiple high end cars, couple of antique jeeps, 2 sizeable boats, 6 wave runners, and two crotch rockets. Man this guy is not hurting for cash at all. A few minutes later he comes out with a piece of eye candy in a tight little dress. Some back and forth conversation and he gives her an envelope. Does not take long to figure out he is a pay to play type guy. Lady gets in my car and has a very quite voice with a unique accent. He is staying, she is going with me, he thanks me again. She makes a phone call and I realize she is speaking Russian. Next thing I know she is laying down in my back seat.

Other guys phone rings, and I arrange for him to be standing on the side of the road so I can just pull over and hand him the phone. 30 minutes later I get to point he is standing there and I hand him the phone and he hands me $60. He looks at my PAX in the back seat, gets a shocked look and then laughs. I look back and her dress has rode up and her ass is just hanging out. Yep, you guessed it, no panties. She is sound a sleep.

Here is a not so revealing picture after she rolled over and kind of fixed herself. Ended up dropping her off outside Trump International Beach Resort where her ,I'm guessing, pimp was standing outside a Cadillac Escalade waiting for her.




Couple more no show cancels Sunday, and no more adventurous pick-ups.",2021
post-7094399,Ian Richard Markham,"May 29, 2021 at 12:09 PM","Only mentioning this because I just now retrieved it from my mailbox and votes were required to have been cast by May 9th. Doesn’t Uber understand though that I rarely access my mailbox and only really take action on something after I’ve received my third iOS push alert?

",2021
post-7093803,Daves0077,"May 28, 2021 at 9:03 PM",I had a rider who was a driver in Saudi Arabia. He told me when Uber came there the country told Uber in order to operate they would be required to pay drivers 2/3 of every fare. He told me the drivers make out pretty good.,2021
post-7064312,kdyrpr,"May 3, 2021 at 9:28 AM","I gave a ride to an attractive women with her child, maybe 5 miles away. The neighborhood of the pickup was in a depressed area of town. It was obvious to me when she got into the car that she knew NO English. I mean nothing. No problem. We're on our way.
When I pulled up to the address of the drop-off she started to hand me a $50 dollar bill! I thought she was giving me a tip.
I told her that was too much. I assumed she wasn't aware of the currency and exactly how much she was giving me, so I refused.
I then deduced based on some hand gestures toward the app that she thought she had to pay for the ride.
I gave the the OK sign and told her everything was paid. I did not take the $50.
Don't regret it.
BTW: Her looks had nothing to do with it. 

What would you do?",2021
post-7087382,MissAnne,"May 23, 2021 at 1:21 PM","Well, clumsy Anne strikes again. Was picking my dog up from the vet, it was pouring down rain, so we were running to the car, and my dog got between my legs and down I went, hit my head and fractured the ball joint in my upper arm and dislocated my shoulder... The entire left side of my body is one big giant bruise. No driving for at least 6-8 weeks.",2021
post-7087948,EM1,"May 24, 2021 at 12:15 AM","
",2021
post-7047105,OCJarvis,"Apr 19, 2021 at 10:57 PM","I'm absolutely ruthless, until I'm not.

Because in the end I'm just a big old softie
",2021
post-7086555,Juggalo9er,"May 22, 2021 at 4:38 PM","On mackinaw Island.... turns out cars are prohibited...damn surge
",2021
post-7071534,FormerTaxiDriver♧,"May 9, 2021 at 8:04 PM","Last week, I was called to a house that had two young women going to work in separate parts of town. The mother called me directly, while ordering an Uber for the other.

Upon arrival, I seen a shiny grey Ford sitting in a dark cul-de-sac SHUFFLING! Yes, thats right in the very act of stealing money! I went up to the front door area, with my cab, and blew the horn. All three women came out.

The mom was holding her phone while looking waaaaay over at the corner and caught her Uber in the act! ",2021
post-7079377,draboo,"May 16, 2021 at 7:22 PM","The Uber Tip stars were aligned last night.I picked up 5 drunks in my XL near Myrtle Beach. Dropped them off and one of them went to tip me and his wallet was missing. He jumps back in and asks me tot take him to a local bar. I reluctantly agree, cause it's not that far away. He goes in and looks for wallet, with no luck. Climbs back in and we go a quarter mile and he finds it in his pocket, Embarrassed, he tips me $100. Cool. I have a ride in que, so I go to drop him off, and all his buddies clamber back in the van and insist I take them to MickyDs. I say no, but a different dude hands me $50 bill. I say, ok. Let the que wait. 4 miles later we pickup a bag full of burgers, and I inform the crew, that there will be NO EATING in my van. They pitch a fit and whine and offer me another $50 for my permission to eat. I again cave and bring them 4 miles back to the hotel. 50 minutes/ 200 tip/31 fare. ",2021
post-7087047,Erik M,"May 23, 2021 at 2:49 AM","I would never try to give any type of compliments to Gryft or Duber considering how they F'd us w/o lube over serge and destination perks. I drove yesterday and today (Fri/Sat) and noticed the small serge amounts they share with us is significantly higher then the past few weeks since they rolled out the new serge crap, especially on Gryft. They were offering $25 power zones on all of my rides I took in Orange County when I got back from driving in LA. I absolutely hate short rides but was welcoming the jackass pax's that were going 4 blocks. I made a cool $125 in about 55 mins from 5 back to back rides on Gryft between 9pm-10pm Sat night. I hadn't actually seen the power zones in months so it was a surprise to see them at such high amounts. I even took a Gryft ride from LAX to Fountain Valley with a $28 bonus. Dubers serges were ranging between $10-$30 in O.C. Sat night. I also noticed that Duber is again putting the Long Ride 45min message back on. From Fri/Sat night working from 5-10pm each night I cleared just short of $500! Maybe that $200 million Duber/Gryft is spending on bonuses to retain drivers I keep hearing about on the news is finally trickling down to the drivers!",2021
post-7086966,Tiktak,"May 23, 2021 at 12:42 AM","I have noticed DiDi often pays you less than Uber. I think in longer run you’re better off with Uber considering it’s pick ups are close by.

Opinions?",2021
post-7085527,Fusion_LUser,"May 21, 2021 at 12:19 PM","Is that you ?

 has been pretty quiet... 🤣 🤣 🤣 

",2021
post-7081740,The Gift of Fish,"May 18, 2021 at 5:51 PM","I recently had an interview for a driving job. One of the questions posed by the interviewer was:

""At a junction with a four way stop sign, four cars arrive at their respective stop signs at the same time. Who has the right of way.""

""Nobody"", I replied

""Incorrect"", replied the interviewer. ""The correct answer is the driver to your right.

""Incorrect"", I replied. ""If four cars arrive at the same time, then each car is to the right of another driver, meaning that all cars have right of way which, in turn, means that none of them does - none would have more right than any of the three drivers do.

""That's what the California drivers' handbook says"", said the interviewer.

""Then, in this case, the handbook is wrong"", I replied.

When I arrive at the same time as another vehicle at a multi-way stop sign:

- If the other driver is in a BMW or Audi, then the driver will believe (s)he automatically goes first, so I just let them.

- Any other driver, they will usually hesitate and dawdle, resulting in a Mexican standoff. I hit the gas and go.

What do you do?",2021
post-7085495,Sonoran Uber,"May 21, 2021 at 11:33 AM",Our most recent data indicates that 40-60% of pages for pick up are going unfulfilled & it is most probably higher on the higher end rides.,2021
post-7074910,#1husler,"May 12, 2021 at 4:37 PM","Yesterday yours truly encountered a ""one minute wonder"" (actually, less than a min) ride with a pax going 3 city blocks (less than a half mile). 

It was in a decent neighborhood, in broad day light and in perfect spring/summer weather to boot.. seemed an excellent day for short 5 -10 min walk...so what gives I wondered?

Me: Ok, I see...we're going around the corner there?

Pax: I know, its only 3 blocks, but I didn't feel like walking home from work today

Me: Oh cool. Do you usually ""Uber"" because home and work then?

Pax: Not always, I walked to work this morning, but I just feel too lazy to do it this afternoon, so....

I've seen this before...last weekend it was somewhat similar...I picked up a couple on a lovely warm, sunny afternoon, they were grousing about having to wait more than an hour for their PU (because of the driver shortage), so I said I'd shave a few mins off their ride...only to slide and see that the ride was only a min, around the corner to the bar. 

Both these ride were fine with me...because this PUs were each only like 3 mins away from me and I was chasing down promos on them (I knocked out these rides in under 5 mins total)....but aside from that it seems a waste during an ""Uber shortage"" to take lazy pax 3 blocks down the road to get a beer while others need to go to the airport, etc., and are getting a ""no car available"" response...I'm wondering if Uber would hike minimum fares (AND share it with drivers) during this so-called ""driver shortage"" to better utilize drivers.",2021
post-7057824,Classical Telecaster,"Apr 27, 2021 at 9:33 PM","Got a ping to Walmart. Fine. The pax was identified as Heather. As is my practice I positioned myself between the main and secondary entrances with my rear view mirror on the secondary entrance. 

In the rear view mirror I see a large, filthy fellow eyeing my car. He didn’t look like a Heather to me. He keeps looking at his phone, then my distinctive car with vanity plate, then back to his phone. 

The timer creeps into the charging passenger for wait zone while big greasy Heather keeps eyeing my car. As the timer crosses past four minutes, I see big greasy Heather type something into his phone and my phone pings “Walmart”. 

I reply with the single keystroke “I arrived”. 

Big greasy Heather types furiously and my phone pings “No you aren’t. Walmart!” 

Timer hits 5:00. Cancel. No show. $4.85 cancellation fee paid. 

I got rhythm. I got music.",2021
post-7080055,Erik M,"May 17, 2021 at 11:55 AM","I came across this article in The Guardian. The Media is finally writing an article against Uber instead of always writing articles on their behalf about how they're spending millions on driver bonuses to bring in new drivers. In reality, they're not spending a dime to retain their current drivers.

",2021
post-7072436,Classical Telecaster,"May 10, 2021 at 4:01 PM","The general Asheville populace loves to hoard. A rumor of snow triggers mass purchases of milk and toilet paper. Most store shelves go bare of the essentials. 

Well, with the gas pipeline ransom ware, guess what? Lines down the block with a half dozen stations already out of gas. 

This will keep even more RS drivers off of the road. Assuming I can get gas, it should be a good week.",2021
post-7075447,Guido-TheKillerPimp,"May 12, 2021 at 11:13 PM","Not of wildlife, mind you, but of premium rides. Today was another example of $0.00 from either app, and $400 ca$h in my pocket. 
Nice long return ride with a pax I gladly poached from Uber. Nothing better than beating them at their own game. 😎",2021
post-7066706,The Gift of Fish,"May 5, 2021 at 11:37 AM","Time for another What Would You Do poll. It was Tuesday night and business was very slow in SF when I got a ping from the airport, 9 miles away from my location. Uber was offering $55 for a 49 mile ride east. 100 miles total and around 2 hours, and gas for the trip would cost around 9 bucks, so $23 revenue per hour after gas. Way below target earnings, but it would be an easy freeway ride and the city was as quiet as underwater flatulence, so I accepted.

Then the message came in from the pax:







Pax tells me she is at the terminal. I tell pax that I cannot pick up from the terminals. Pax replies that she will go to a different terminal. 'Cause if the driver says that he can't pick up from the terminals, only from the designated pickup area, it does of course make sense to suggest a different terminal to be picked up from. Because who knows where the pickup area is. Shoot me now.

By this point the pax had confirmed herself as a fully-fledged moron. Your choices as a driver are:

1) Try to give pax step-by-step instructions on how to find the pickup area. (a) Look for the signs, (b) walk in direction indicated by signs, (c) stop walking when pickup area is reached. The moron is strong in this pax; chance of success: 10%

2) Do an illegal pickup at the terminal where the pax is. Chance of success: 80%. Chance of $100 ticket from airport cops: 20-40%.

3) Drive to pickup area, wait 5:00 and then no show pax. Drive to airport was 9 miles; no show fee will be around 9 bucks. Chance of success: 100%

What would you do?",2021
post-7069864,Halfmybrain,"May 8, 2021 at 7:46 AM","This man has been a member of Chicago's Uber & Lyft Facebook group since April 21, 2017.

Here's the only video that shows someone offer him a $5000 gift:


This has two local news reports, one the morning after (I think he spent the night at the hospital), and one some days later.",2021
post-7070453,GREATSMILE1,"May 8, 2021 at 8:32 PM",😱🙄,2021
post-7066771,Erik M,"May 5, 2021 at 12:40 PM","Lyft had ripped me off on a cancelation fee on Jan 26th so angered, I wrote the following post(attached) to their Facebook page on January 27th and it was shared over 100 times. On Feburary 16th, I received this email from Lyft stating they were changing my rates to a lower amount. It stats that my rates were a little higher then some other drivers and now they were lowering them to the attached following rates. Coincidence, perhaps, but the timing is extremely convenient since 2 weeks prior I wrote the rant on their Facebook page! I didn't see the email until yesterday when I was cleaning out my inbox and came across it. I rarely drive for Lyft, actually i hadn't driven for them since they burned me on the fee which incentivised me to write the rant on their FB page but I feel it's proof that Lyft retaliated against me and I plan to bring Arbitration against them for this.",2021
post-7069608,EM1,"May 7, 2021 at 11:37 PM","Youre all liars-Uber says youre making bank & doing fine. 

Ok Im sure some drivers doing well but I’d say the overwhelming majority of drivers are not & would prefer multiplier return. Not just more money but also more control.

",2021
post-7072247,dilldog05,"May 10, 2021 at 12:14 PM","I read on here that instead of getting holiday back pay that we are legally entitled to, all the way back to 2016 or when you started since 2016, Uber are only paying the last two years. Well after 16 emails and Ankura who are dealing with the claims, dodging the question completely, I can confirm, that it’s correct. Just the last 2 years. Which obviously dodges the bulk of compensation, as because of COVID-19, most of us earned considerably less than previous years. New it was too good to be true. What a disgrace!!!!",2021
post-7065346,Ziggywaz,"May 4, 2021 at 8:07 AM",Who decided that when the police dept. Gets a call for a domestic violence issue that in order to deescalate the problem they offer the offender a choice. You can go to jail OR call an Uber and remove yourself from the situation. This happened to me. I don't want that raving lunatic in my car.. they are usually drunk and very unpredictable. It seems as though the police just want to make their problem my problem.,2021
post-7052651,Karen Stein,"Apr 23, 2021 at 4:49 PM","Where to begin? This tale has more twists than a drunk python.

March 9: On my own time I get hit, car totaled, I’m as pure as fresh snow.
March 13: Purchase new Corolla Hatchback. Resume rideshare.
April 17: Rear ended while driving at speed. Customer fine. Report accident to Uber. I was no more at fault, nor could I have avoided this, had a falling Russian satellite landed on me.
April 19: Allstate (Ubers insurance) says they’re not paying. My insurer sets me up with a rental.
April 20: Shop tells me car is totaled.
April 22: Pick up new car. Return rental.
April 23: Shop calls. Have parts ordered and will fix car.
OMG
So ... now I own TWO new cars. Once repairs are completed, I get to sell one — after I pay off the note! Ugh.
I can’t wait to see what happens next.",2021
post-7067414,Guido-TheKillerPimp,"May 5, 2021 at 11:31 PM","Ping from ""Terry""
Arrive at dental office.
OMG, Terry is a late 60's early 70's transvestite in full drag. Skirt, heels, boobs, earings, make-up....the whole 9 yards. 
Terry is also still feelings the effects laughing gas.
If I had my gun, I just may have ended my misery on the spot.
The longest 5 miles of my life!",2021
post-7043471,Cvillegordo,"Apr 18, 2021 at 8:47 PM","The 1st time this happened to me I thought it was coincidence; now I'm positive that it is a deliberate revenge tactic done by groups of students such as sororities or fraternities.

Went to a pickup at a restaurant, a large group of girls, four came to my car, I patiently explained the rule of 3. Some mild arguing ensued but they were mostly polite, after a quick huddle 3 of them hopped in for the short ride back to their sorority. There was some furtive whispering going on but this happens a lot, they are barely old enough to drink (or have fake id's) after all, so I ignored it. Dropped off, exaggerated ""thank you!"" from the girls, off they skipped. No, really; one of them actually skipped! 

I turned around left the parking lot got 3 blocks away: ""ping!"" Pickup location is.... the place I just left. Different requestor. 
U-turn, back to the parking lot and....canceled by rider within one minute. I turn around and again get just a couple blocks away; ping! Same thing again, different name. Return, this one also cancels. This time I stayed in the parking lot, and the same trick was repeated three more times. I could see a group of people huddled at the big window in front, pretty sure they were enjoying their little game. Or maybe they were just doing jello shots out of each other's belly buttons, I don't know. I called support and told them what was going on, they said that intentional harassment of drivers or passengers in any form was against the rules, could have serious consequences blah, blah blah.
Pretty hard to prove anything.",2021
post-7068776,BigBadBob,"May 7, 2021 at 7:58 AM","What is the difference between an uber pax and a canoe?
Sometimes the canoe tips",2021
post-7067603,_Tron_,"May 6, 2021 at 4:12 AM","We all know what the first thing is. Raise pay, including base rates and restore surges.

Second thing would have to be no deactivation without due process.

What about after that? For me the third thing would be to allow all drivers to drive in any state/province of their said country. I would love to have the freedom to take a cross-country trip and pick up pax along the way. But noooooooo. We can't do that. As CEO I would find a way to make that work. If a driver must meet certain requirements before driving in a particular state or city, then a team would expedite that process. No more than a one hour wait to get bonafide for where you want to drive.

What is your list?",2021
post-7067088,ubermikeo,"May 5, 2021 at 6:02 PM","Tuesday morning I had arrived at a Trucking place for my first ride of the day.
Guy flags me down as I pull into yard. He then proceeds to put several bags in the trunk.

This big man and a big woman get in my car for a short ride to a hotel several miles away.
Casual conversation about the weather. He says they are from Florida.

I stop at the door and pop the trunk and get out and watch as he loads his stuff on a cart.

Pax- I saw you looking at my woman.
Me- (Totally shocked) What?
Pax- Yea I seen you looking at my woman.
Me- I was not looking at your woman.
Pax-God tells me things. He told me you were looking at my woman.
Me-(wtf?) I got a woman.

I hopped in my car and got the heck outta there lickity-splitly.

Later I told my GF about she thought it was funny.
I was not the least bit looking at his woman nor would I ever.",2021
post-7061469,#1husler,"Apr 30, 2021 at 6:42 PM","Yesterday yours truly received the attached ride request (my longest ever) to go from Tucson to Savannah, Georgia..almost 2,000 miles/28 hours away. That beats my usual +45 rides, gunning it 90 mins up to Phoenix.

I told pax that I (regrettably) couldn't take her to Georgia because I had work in the morning....but offered to take her to Tucson International Airport for a flight...at which point I realized she didn't speak English (or have any travel luggage for that matter) so it was probably a mistake....but maybe not, who knows right? 

If I had taken her up on that offer, then what happens?, does Uber ""time out"" the ride after like 12 hours and I'm kinda out in the wilderness on my own? Or do I need to call Rohit and give a ""heads up"" that I'm gonna haul a pax across the US?

Anyone?...

",2021
post-7067344,Classical Telecaster,"May 5, 2021 at 10:08 PM","Was just about to knock off for the night when I got a ping about five blocks from my house. Usually rides at this hour from this part of town is a couple running downtown for drinks. Call it a quick $7 and still five minutes from home. 

Not this time. I cannot make it up the potholed two track driveway. I am about to throw it in reverse and hit cancel when this rough looking country “boy” (looked about 70 to me) comes running up. 

“Hold on, just got to grab my stuff.”

“What stuff.”

“Well, my clothes, a cooler and...my service dog.”

Sh!t. Can’t cancel now. No way that fat beast was a service dog, but I was not going to risk deactivation. 

Turns out to be a twenty mile ride to the best ginseng poaching area in the next county. 

Got in a lot later than I hoped. Oh, the stories he told.",2021
post-7041397,The Gift of Fish,"Apr 18, 2021 at 1:15 AM","
What are your signs that you're done for the night?",2021
post-7067465,EM1,"May 6, 2021 at 12:52 AM","So for fun/curiosity I turned on the uber app just now. Get back-to-back pings, each paxil was 20 miles away. One was a 1/2 mile ride. Thats like 6 blocks. With a $4 sticky surge it was still like a $7 fare. I whispered in full cinco de mayo spirit ‘no gracias’, declined the pings & opened a bottle of red wine.",2021
post-7015887,kingcorey321,"Apr 9, 2021 at 8:18 PM","So i have about 3000 delivers completed with food .
I got my first negative comment today.
Diner . Sir do you think its professional to take your dog with you wile delivering food ?
Me . Yes that dog is a service animal . Me what is the problem ?
Diner .There is a hair on the top of my glass !
Me ok hand it back . I will give you a full refund .
Diner . No that is not good enough !
Me go have a great day .I will Grub Hub myself . Miss its a service animal . It has to go everywhere i go .
Diner BLA BLA BLA and BLA BLA BLA. She starts to cuss .
Me i walk off. I call support .
Support agent could not understand what the deal with the diner . Support agent sounds pissed at the diner for being a total B.....h
Support agent said do not worry you can bring a service animal anywhere i go .
It is not a violation to being a service animal to work with you . Support said she should of gave the drink back to me for a refund .
Blow the damn hair off big deal , Its on the top of a sealed cup . Karma may get her in the future with the same stupidity she showed me .
I though i share this story. Happy to say Gh had my back .
Dog in the car or not . I have dog hair on my shirt jacket seats . It very well could of blown onto the cup. It was very windy today. If it was a dog hair and not a person hair from the restaurant ?",2021
post-7067035,MyJessicaLS430,"May 5, 2021 at 5:07 PM","Yesterday afternoon, I drove back home during lunch break. Ahead of me was a brand new ES with a temporary plate whose driver was waiting for somebody to open the building main gate. Obviously the driver doesn't live here as he walked toward me and signalled that he was picking up somebody. He is an older gentleman in the late 50s and politely asked if I could buzz him in. Sure. I needed to get inside too 🤣 . 

The first thing I realized is his hat that reads US Marine. Out of curiosity, I asked whether he was still actively serving (may be a position of command, intelligence or training the newly recruits, etc). By the time I entered the passcode, he said he no longer served and was no different than any other citizen. Then I thought we would part our ways after a simply reply with ""Oh, I see"". When I was about to leave, the same car was still parking by the garage gate with hazard lights on. I then offered to open the garage gate beside the main gate such that he could wait inside the building. He said ""That is sweet of you but I don't know which floor my  lives"".

Wait a second, did he say ? ""Sorry, by any chance are you driving Uber or Lyft?"", I asked. Later, he told me that it was the second week doing rideshare as a means of distraction from the pain of losing his daughter to TNBC (triple negative breast cancer). ""I am so sorry for the loss, I know how hard it is to accept the reality of tested negative for all the receptors"". Before I answered his question about my background, I thought it was far more important for him to learn how not to be taken advantage of. ""Sir, I know this is not my business but I think you should shuffle and move on. It has already been almost 15 minutes since we first met. You should have cancelled the ride"". Personally I despise any behaviours that abuses the older generations. Unlike the cunning, deceitful and entitled youth, the elder adults are honest and hard-working humans. They don't deserve to be treated like this. 

After leaving him confused, I disclose that I am a former driver. This just gets to my nerves how his kindness is abused. I left him my contact if he wanted a rideshare 101. Yes, that may sound ignorant to be rideshare mentor as I am nowhere close to how experienced most are on this forum but again, he deserves better than this. At this paltry rate, these low-lives do not deserve a brand new vehicle, not to mention a Lexus. ""Allow me to be blunt but you are not going to make money. You are basically giving people free rides"". Although I realize that this is just an activity to keep him occupied, it doesn't make any financial sense in any part.",2021
post-7050376,tohunt4me,"Apr 22, 2021 at 3:11 AM","Driver has Decided to stay away from Uber, because Driving Uber is Not worth Risking his Life !

",2021
