Post,Name,Datetime,Story,year
post-6657693,Stevie The magic Unicorn,"Dec 1, 2020 at 2:58 AM","So in one evening I had to tell 6 different customers no for asking me to break the law. (6 separate laws I might add)


Car seat violation- 3 points. (Also too many passengers 5 total plus me)

Open container-

Too many passengers (7 total plus me in a Camry) 

Illegally park at drop off

Speed

And litter (they asked to roll down the window so they could throw trash out the window)


That’s an impressive, 6 different things in one evening",2020
post-6592353,Boca Ratman,"Oct 26, 2020 at 3:13 PM","I get a ping, 45+. I accepted, shortly after I received a phone call that I was delivering an envelope. Account holder called back, asked me to wait a few minutes. 

I figured sure, I set lyft to the city of the destination and waited. A few a few minutes later an elderly woman came outside, she seemed angry and anxious and wanted to know why I was in front of her house. I explained, who I was. I asked if she was okay, she said no. 

She was on the phone with someone, obviously uncomfortable with the situation. This made me uncomfortable, with the situation. I asked her what was going on, she wouldn't tell me. 

At this point my spider senses are screaming at me. I stuck around out of concern for the little old lady and also for selfish reasons. The potential of double dipping on a lyft fare and an uber fare plus I need to head down to near that city (65 miles away) for something. 

She went in the house and came back out, I was half expecting the cops to show up any minute. She told me to wait a minute she had to get it ready to transport. She comes out with some papers and a manilla envelope. I asked if I could look inside before I took it. She was very hesitant but then handed me the papers and the envelope and told me to go ahead and count it. 

Brake screech! 

Count it? Wtf? I felt the envelope, felt like two bundles of cash. I asked her if she just handed me cash and again asked if she was all right. She just said no but wouldn't talk to me. 

I started the trip and Googled the address. it was a shopping center in S FL. I handed her the papers and envelope back and told her this doesn't feel right at all. Her neighbor came outside and she called him over, younger guy 35-40. She still wouldn't talk to me but was talking to him within earshot of me, I could hear most of the conversation. 

She had received a call from her grandson. He'd been arrested, blah blah. As soon as I heard that it all clicked. The neighbor knew too, and told me to go. I wanted to make sure the woman knew they were trying to scam her, so I stuck around a few minutes. 

I never looked at the papers or opened the envelope. I let uber know it was a scam account, they haven't replied yet. I am hesitant about cling the police or the critical uber line, knowing uber my account gets deactivated. I told her to call the police and the neighbor said he'd look after her. 

Its an old scam, apparently still effective. I heard her tell the neighbor there was $8,500 in cash and a cashier's check for $10,000 in the envelope. 

I ended the trip, i should have driven to the location or at least half way. Oh well, at least grandma didn't lose all that money.",2020
post-6604085,Ozzyoz,"Nov 1, 2020 at 2:17 PM","A pax I was dropping off told me about shipping options from Germany and a guy who told her she has to pay $1k to get her shipment due to taxes. The guy is in Germany.

I said Haha that sounds like lotto scam. And she said ""Yeah he made me believe I won a large prize"". But good thing now I educated her about the scam. She was older lady too and elderly women usually fall for these kinds of lotto scams.

I just saved her a thousand but I don't think she will tip.",2020
post-6658945,kingcorey321,"Dec 1, 2020 at 6:03 PM","Instead of those 4 dollar offers DD offers .
DD now are combining them. Offer today was 16 dollars 11 miles . Only 6 items great ! 
I though ok today is a ghost town here. I was stupid .
I show up click arrived . Bammmmmmmm .... It now shows four different people i am picking up for ..
The total items were i will total them about 45 .for all 4 homes spread out .
I just did my usual clicked cancel this order one by one . All of them were 4 bucks each . 
Ok there was a 3 dollar promo at the time . It was one of the best cancels i have ever done . Bye ! 
If DD gave that 3 dollar promo per order 12 bucks plus 3 per 12 more and tips typical ? 3 will say each .
30 to 40 bucks it be worth a hour or two of our time .",2020
post-5915390,MyJessicaLS430,"Feb 24, 2020 at 4:32 PM","Today I have my first airport trip in 2020 that comes with a nice surge and very generous tip.




Here is the story explaining why I gave him 3 stars. Soon after I received a request from Ryan who lives in a luxurious apartment complex, he called me to ask if I could drive to his building. He said it was not a big deal if I didn't wanted to but he needed some time to walk to the front gate. I agreed and then he told me the gate code and directions to his building. Everything sounds fine until I arrived.

This is the first time ever that a passenger signals for a hand shake. Awkward enough, instead of a brief one, he rubbed my hand with his left hand and said ""how come you are so soft and smooth?"" I withdrew my hand immediately and told him that the trunk was ready for his 2 large pieces of luggage. Apparently, he did not get the sign that I was not in the mood for a conversation after giving him minimal replies to the usual questions like ""what do you do?"" and ""how do you like driving Uber?.

He then asked me the brand of hand-cream, shampoo, body wash and perfume that I use. I told him that those questions were too personal. He apologized and said the questions were asked out of curiosity, thinking it would be nice if his wife could use the same products. The 30-minute drive in general was uneventful. As usual, I popped the trunk and stepped aside for him to unload at the terminal. He put forward his hand again but sorry not another time. I then declined politely with a smile and said "" have a good day and enjoy your flight, sir.""

How often do your passengers ask for a hand shake? I do feel it is NOT necessary and appropriate at all.",2020
post-6657998,CocaColaKid,"Dec 1, 2020 at 9:49 AM","So, get a ping 4 min away for a 10 min ride to pick up Shannon.

I pull into the lot, and there are a male and female standing there waiting. Names are confirmed and she gets in. I swipe start UberX and it requests a PIN. I ask Shannon for her PIN and she has no idea what I am talking about. I explain this randomly happens, she just needs to look in her app. She cant find it.

No problem... I hit ""Rider cant find PIN"" and it asks for the last 4 digits of her phone number. That doesn't work either. At this point I learn that Shannon has took many Uber trips and has never had to do this before, like I'm getting a kick out of this. Her friend starts telling me that she is having a bad day, and just to drive them.

I show them my screen, I enter the number in front of them, ride won't start. She shows me the phone number in the app (The last 4 match what we were entering) and I see myself as her driver, so I know this isn't a scam... its an Uber f--k up. 

I tell them I can't do anything at this point, and that's when Shannon demands her money back. I explain I've been paid nothing, and will get nothing until the ride starts... so she needs to contact Uber Support. The passenger tells me that I'm being a dick and getting one star'd for this trip. Well, at this point, I'm not doing the trip even if the PIN showed up on her phone. They were told to exit the vehicle, which they did, leaving both back doors wide open.

I accelerate heavily and the doors close. I U-turn back towards the entrance/exit and the ""PIN required"" disappears. I stop somewhat near the passengers and she starts yelling at me that she isn't going to pay a cancellation fee. No problem, I let her know, I'll cancel on my side and she can make a new request. Countdown has hit 5 min, and I collect my $5.00. Go f--k yourself Shannon.

Coke",2020
post-6394118,SleelWheels,"Jul 22, 2020 at 9:39 PM","‘You received a health safety violation’ the message from Lyft read, along with some other corporate jargon.

I made 14 trips today and wore my mask on every trip.

Do pax get their nuts off or otherwise to report a driver without a mask who indeed is wearing a mask????",2020
post-6410117,LyftUberFuwabolewa,"Jul 29, 2020 at 9:33 PM","So I get a ghetto XL ping… Ghetto XL rides are the worst. Usually they are requesting an XL ride because they have a whole herd of little kids with no car seats, or they have more people that can even fit in an XL ride, or they have a huge pile of stinky laundry in giant cloth bags to go to the laundromat.

As soon as I accept I go ahead and text “Due to the virus I can only carry up to five passengers. All passengers must be wearing facemasks. Any children that require car seats according to state law must have car seats.”

I get no answer nor cancellation. I arrived at the pick up and guess what I’m greeted by? A woman carrying a one-year-old with no car seat!

“Hi. Good afternoon. Is the child going? How old is the child? Do you have a car seat? I’m sorry I can’t take a child without a car seat. It’s against state Law and against company policy”.

Angry look (This isn’t her first rodeo) and a snippy “go ahead and cancel then”. 

As I wait out the timer she toddles off into the house.

I have the message about only carrying five passengers, facemasks are required as our car seats for children saved. When I get a ghetto XL ride I text the message right away.

So far it's not helped. Even though people have kids with no car seats or more passengers than I can carry they don't cancel the ride. I did have one lady text back and say ""no car seats"". Sure enough when I got to the pick up there she was with tiny tots and no car seats.

I guess I need to add to my note that if you can't comply with those three points that they should go ahead and cancel the ride. 

When I get a no-show rider or I have to cancel for too many passengers or no car seats I consider it ghetto tips.",2020
post-6627219,touberornottouber,"Nov 12, 2020 at 11:35 AM","I'm in FL on the east coast so we are getting a lot of rain from the tropical storm. I get a request about mile away. Uber says it is a four minute trip (oh great!). After about a minute of driving the pax calls me and says the address is wrong and then tells me he doesn't need a ride. He just wants me to jump start his car so he can get to work.

I politely explain that we are just here to drive people and that I can't jump start his car. I don't even have jumper cables. He tells me he has some. I again tell him that we are not here to do that and that I would gladly drive him to work if he wants. He continues trying to get me to jump start his car. I finally tell him, ""No, especially not in the pouring rain. We're just not here to do that. Youshould probably call AAA or someone like that to help you do that.""

Customer pauses for a couple seconds and then tells me he is going to physically assault me if he sees me. I tell him that I am going to call the police right now. He hangs up. Cancels the ride. I write a message into Uber about the guy and tell them they should pull the call to listen for themselves.

These riders are getting pretty crazy. No, I'm not going to jump start your car in the pouring rain for $3. For those who don't know jumpstarting cars can damage your vehicle. You have no idea what is wrong with the other person's vehicle. If you really want to help jumpstart cars you should get one of those separate instant boosters which use their own battery. But even then what if it doesn't work and the customer claims you ruined their car? Last issue is it is near the perfect set up for a carjacking. Think about it.",2020
post-6653691,Safar,"Nov 28, 2020 at 12:19 PM","Rideshare dead, delivery dead. I will be eating off of my savings account I guess. I can't imagine how folks with no savings will survive this period.",2020
post-6655360,Tigerbalm,"Nov 29, 2020 at 4:48 PM","On Thanksgiving, after having dinner with my family, I turn on my uberX and immediately get a ride request from 5 minutes away. I drive to the house and there's a dude standing there with massive bandage around his hand and his wife and two kids standing behind him. On the way to the emergency room, the wife tells me that they all had sat down for Thanksgiving dinner, the Dad was sharpening the knife for the turkey, when he slipped and created a massive wound on his hand that would not stop bleeding and he was getting light headed. The kids didn't seem to care (they just played with their phones) but the wife was practically hysterical and said she was waiting forever to find an Uber. I asked her why she didn't just drive him and she said that they had been drinking. Anyways...at least those kids will have a nice story to tell.",2020
post-6652765,Monkeyman4394,"Nov 27, 2020 at 6:47 PM","On a food pickup, the guy at the counter tells me about a recent trip to Kroger. He’s standing in an aisle, deliberating. A couple walks up behind him, neither is masked, they’re both standing close to them. He asks them to give him six feet of space. They both get verbally abusive. Eventually they both theatrically saunter off, leaving their cart behind. He uses this opportunity to push it to another aisle. As he’s checking out, he can see them, still searching for their shopping cart.",2020
post-6450901,The Jax,"Aug 15, 2020 at 7:43 PM","I stop in Chipotle and the order wasn't ready. I have been delivering for 9 hours so I figured now is a good time to take the kids to the pool.

Phone rings while I am in there. Its DoorDash support. I do not answer it because at the moment, I am working for number two (whose number two working for?). Phone rings again. Still I did not answer it. I then set the app to no more delivery offers and shut it off. I concluded what I thought was a great accomplishment which deserves a lifetime toilet achievement award then head out to grab the order. The girl who gives me the order said that DoorDash support called because the customer had a change in the order but that they took care of it and was all set.

I get in my car and start to route and the phone rings again. Its DoorDash support. I answer and the rep tells me the order was changed but they talked to Chipotle and it was taken care of. Then they asked me where I was. I told them that not that it was any of their business but the order was not ready when I arrived so I used the bathroom. She goes on with, ""Well I tried to call you first several times. You must have been in there a long time. The merchant told me you were in the bathroom when I called"". So I am like, ""ok so what?"". Then the rep goes on about how I shouldn't delay the order and that I should go unavailable if I need to use the bathroom for an extended period of time. I asked her what she supposed I do if I am waiting for an order and she says I need to use better time management because it delayed the customer's order. I was thinking, the nerve of this person! She then says she has to call the customer about the delay and happy dashing. Ok?

I arrive at the customer's house and its a meet at the door delivery. They come to the door with a smile on their face. They said hello and said, ""Um someone from DoorDash called to tell me you were on the way and that there was a delay..... because you were in the bathroom for an extended period of time??"". I was shocked. I told them yes I was but the order was not ready when I arrived. The customer laughed and just told me it was funny DoorDash told them that.

After the delivery, I gave it some thought and I did not find it funny at all. Why is Chipotle telling DoorDash I am in the bathroom and why is DoorDash telling the customer that? Like WHAT THE HECK?????",2020
post-6649726,Benjamin M,"Nov 25, 2020 at 8:21 PM","Lately I have been getting a huge number of pings from JenCare Senior Medical Centers. 

Had one today that I had picked up previously, a very nice old man - that can barely walk, let alone get into and out of my Civic without assistance. 

It took him about six minutes to get into the car today, this time picking him up at his residence and taking him to the clinic. 

While I spent many years doing medical transport (Advanced Life Support and limited mobility BS runs and 911), me trying to assist someone with the possibility of them falling and breaking their hip for $3 (literally this fare) is not happening. 

Got to JenCare, told him to sit tight while I asked for help. A few minutes later, I was greeted by his actual physician, the receptionist, and a nurse - with a wheelchair. It took the three of them about another five minutes to get him out of the car. 

The doctor could not have been more understanding that this is unacceptable, promised that he would be transported in their wheelchair van from now on (parked right there). 

I explained that we get these pings like any other - we are NOT dedicated to medical transport, receive any sort of training, and that many drivers themselves may have physical limitations. She did not seem to understand that, nor do these pax, and thanked me for the information. 

This gentleman was actually going to the clinic because he had fallen and broken several bones - so, an Uber for a high fall risk patient? Triple bypass negative.

It's one thing if a passenger is handicap. It's another if insurance is paying for the trip and the more appropriate solution is a wheelchair van. 

Two pings later, pick up at an ER. Pax was standing with a staff member, no mask. Told the staff member that masks are required, so she went to get one - then dropped it and went for another. 

Meanwhile, the pax kept tugging on the locked door handle. I said three times that she needs a mask to enter. Then she says ""I'll ride in the trunk!"" and meant it. 

Pretty clear that this was a psych patient and I ""noped"" out with ""No mask or face covering"". 

An interesting thing about that ping was that there was an automatic text with an apartment number. I had the same last week in an apartment complex, apparently we are supposed to go directly to the apartment and assist the pax. Again, this is not medical transport. 

I appreciate that these are low income folks and RS is cheaper than medical transport. But I do not have a fancy stretcher, ambulance, or insurance for someone getting hurt. 

So, please, if you have one of these pax - speak up to the staff. The doctor was thankful for the information.",2020
post-6653483,Ptuberdriver,"Nov 28, 2020 at 8:11 AM",I don't know how this pax was going to make it there considering my van is not an amphibious vehicle. But I still got 3.88 from this idiot.,2020
post-6632975,The Gift of Fish,"Nov 15, 2020 at 9:04 PM","My adventure in San Diego continues. 2:30am on a Saturday night / Sunday morning I got a 3.0x, 100 odd mile ping. The earnings estimate was from just below $300 to just above. Hell yeah, it was  like Donkey Kong. Then a call from the pax came through; the high value of the ping earned his call being answered by me.

- ""Hey bro, how would you like to earn some money tonight?""

A strange question, I thought. What other reason could there possibly be for me to be out here driving drunks around. Anyway, the images of what the work might entail were already taking turns presenting themselves inside of my head like a slide show. Drugs run? <Click> Dress up in gimp suit? <Click> Getaway driver?

Me - ""Doing what?""
Pax - ""I need you to drive me and my 6 bros to LA in my car. I'm trying to get my car back home. You could have one of your friends follow us in your car so you can get back here. How much do you want to do that? 400 bucks?""

Let's pause the anecdote to examine the pros and cons:

Pros:

400 bucks is on the table. It's a strong first offer. Dude sounds desperate. There'd likely be more money if pushed.

Cons:

It's a crew of 7 drunk dudes at 2:30 on a Saturday night, so you know it'd be an easy ride. :thumbup: What could possibly go wrong?

So, the first question is do you do the ride. Second question, how much?",2020
post-6517490,O-Side Uber,"Sep 16, 2020 at 12:12 PM","So yesterday I was driving down the 5 freeway in the Del Mar area and I wanted to change lanes to speed up. I was about to get over when this Range Rover sped up and thwarted my attempt . I got over once he passed and noticed right away that he had no license plate on the back.

The missing plate on this Range Rover made me reflect on my own recent stolen license plate nightmare. I also have a local friend who's plate was stolen this month.

I was behind the Range Rover for a good 30 seconds when he quickly passed two cars and I lost site for a few moments . I then changed lanes and caught up to his car.

At that point I observed that he somehow HAD A LICENSE PLATE on his car. WTF???? Am I losing my mind? I pulled up along side to see who's driving and low and behold ... It was Bruce Fricken Willis! You read that right.

He noticed I saw him and from that point on he wouldn't let me get along side to take a photo of him. I could only keep up from a few cars back.

When I got home I looked up License Plate Hiders and they are a real thing !!! It would make sense that a celebrity of his level would have a James Bondie device like that .





",2020
post-6652731,Director T.Y. Sanchez,"Nov 27, 2020 at 6:23 PM","I pick up this guy at a house. He looks like he's in his mid 40s. I start the trip & it says this strip mall real close by. So I make sure it's where he wants to go. Then he says he wants me to wait & we're gonna p\u somebody else & go back.

Of course I tell him I ain't doing no r\t & he's better off just getting another Uber back. He insists on it & I tell him I ain't doing it. He says he's only gonna be a min. so I should wait. I tell him even if he does come back right away which most people don't, I still ain't doing it.

So he asks me why I don't wanna wait so I tell him I don't get paid for the return & I ain't working for free & Uber pays me crap anyways. So he gets this attitude but I tell him I ain't doing it. We're almost there by this time. So he asks what it's gonna take to get me to wait & I tell him I ain't answering that cause he'll complain & lie but I got a dashcam so if he tries it, I'll show he's a liar. So he takes out his wallet & gives me 2 Abes. OK, that'll buy ya 15 min.

So we get there & he goes inside this $ store & in like 2 min. he comes back out & he's walking real fast & these 2 guys are following him. 1 has this little camera & the other guy's waving a cell phone in his face. So he hurries up & gets back in my car & tells me to get outta there. I can't cause the guy w\the camera's in front of my car & the other guy's leaning up against it.

The guy w\the phone starts yelling real loud & asks me why I brought him to meet a 14 YO boy for hankkypanky. So I pointed to the Uber sign on my dash & told him I don't ask no pax why they want a ride, I just take 'em where the app says. So the guy w\the phone keeps asking me real loud if I knew he was coming here to meet a 14 YO boy meanwhile the guy in the back keeps telling me to drive and I keep telling him I can't run over the guy w\the camera who's standing in front of my car

Finally I tell these guys to get outta my way cause I'm about to start losing money. They get real loud about how. Don't I want preds. exposed & I should be glad & helping them out.........

So I tell them they got him on cam so they can go to the popo & the popo knows what he looks like & they got his phone# & they can show that to the popo & they know where & when he was in an Uber so they can show that to the popo so they can get the info from Uber about this guy. So I tell 'em to get outta my way & we're going. They get outta the way & we go. All the way back the guy's telling me it's BS & the t got the wrong guy & all that. I let him out where I picked him up & got outta there. I made a report to Uber & let 'em know I'm saving the dashcam footage.

TLDR-I got a ping to p\u a pedo who thought he was going to meet a boy & get his jollies but it turned out he got caught in a sting by 1 of those Youtube pedo. nabbers.

I hope those guys go to the popo & get him arrested.",2020
post-6382389,SleelWheels,"Jul 17, 2020 at 8:44 PM","So I pick up a pax in a wheelchair, missing his legs from the knees down poor guy, I get as close to the guy as possible so I can help him in the car, except he opens the door himself and gets in the car faster than most able-bodied pax. I fold up the chair and put it in the back and away we go. I figure I’m taking him on a medical appointment but as I get to the destination I realize my man has planned to go to a strip club at 1 in the afternoon lol. So back in the chair he goes, he asks for help over the curb and he disappears into the club to get his make it rain on lol. Good for him.",2020
post-6648374,Ozzyoz,"Nov 24, 2020 at 10:57 PM","It is a funny story, but I picked up these young white couple (man and woman) in Uptown Minneapolis. (I normally don't have any issues with white folks in Uptown Minneapolis btw), Their destination was in downtown area which Lyndale directly connects to, but Lyndale has traffic jams sometimes so I avoid it. That was the time 36th was open before the current construction project on i35W Mouth into Minneapolis. So as I drove south bound towards 36th St. that had i35W North freeway entrance towards downtown, The woman nervously starting saying ""You're going opposite way of where we're going dude"". I sensed some fear in her when she said that, I then calmly told her ""I am trying to get on 36th so I can head towards downtown. And then they reminded me of that scary movie where that Cab driver locked the people in to kidnap them and when they tried to use the pull up lock, it turned out to be a sharp one that cut their fingers. But that incident with those Pax made me wonder if most Pax fear kidnapping or something else from the driver. I think a good chunk of Pax have a fear of the driver himself. If it is a woman driver I am sure their fear would be reduced substantially.

MInneapolis and a lot of Twin Cities in general needed a lot of road and freeway modernization as Cities like Luanda in Africa and China and some other developing countries have surpassed Twin Cities in road and free way/ Bridge quality. We had that i35W Freeway Bridge Collapse which they made a movie about. You don't hear major freeway bridge collapse in a lot of developing countries. I lived in Minneapolis a long time so I am happy to see all the new modernization of freeways and Minneapolis mouth.

I heard Pennsylvania is really messed up in road quality. I hope they start modernizing that bad boy. I noticed they started laying new Asphalt technology in some streets of Minnesota. Hopefully that beats the winter and lasts a long time. Potholes are freaking terrible so driving on bad road quality with bad old Asphalt takes a toll on our tires and wears them out faster, and am sure as an Uber driver you hate that because it means getting new tires or struts or brake pads. Oh speaking of pot hole damage, did you know you can submit a claim to the City or State to get reimbursed for damage you paid to get repaired on your car from a bad pot hole you hit or some bad bump from folded up old asphalt on the freeway? Your struts get damaged you can file, usually the State has a web page dedicated to submitting for re-imbursement of repair you did due to a Pot hole. City of Minneapolis also has that and am sure a lot if not all of US Cities have that.




Below is Luanda Angola. Ain't it crazy when developing African, Chinese etc etc countries like Luanda Angola are beating American cities in road and freeway/bridge quality?







",2020
post-6650793,Monkeyman4394,"Nov 26, 2020 at 12:24 PM","My wife got bored and got out there for an hour of lunch deliveries. Three deliveries—$79.41. The last one: DoorDash IHOP double going 6 miles for $14. The second stop, the mom answers the door with her two little kids, each of whom hands her a $20.",2020
post-6392273,Young Kim,"Jul 22, 2020 at 2:33 AM","Another Chicago night, another interesting love story I feel compelled to share. I picked up a young man from his friend's place near Wrigley Field (by Addison and Clark) and drove him to the north side of the city in Lincoln Park. During the ride, he shared with me that he was recently graduated from law school. His story went on that he had a loving relationship with his psychiatrist while in law school and she was 62 years old. She was treating him at the time (I did not ask his diagnosis nor did he share it). They fell in love, and his parents sued her and reported her to the Indiana Medical Board. He told me that she lost her license to practice medicine as a result! Understandably, his parents were very upset because of the incredible age difference. 

So she is planning to move to Chicago and start a new life with him. He said he was 27 years old, and said she looks decades younger, and the love was real and deep, and she has a ""great figure"". He said he feels so much guilt at her losing her license, and will do everything he can to rebuild her life in Chicago. He told me that he works for the city as a Public Defender even told me his salary (which I did not ask). He said he makes $48,000/year. Finally, he informed me that he is determined to make it work. Please send well wishes his way (and hers) that the relationship will be successful. I know I was very touched by his love for her, and her devotion and sacrifice for him...",2020
post-6646465,FormerTaxiDriver♧,"Nov 23, 2020 at 9:04 PM","Yes, I forgot to bring one, and there it was; gently used - laying on the ground. Made sure I blew my nose after using it.",2020
post-6630657,makkhan,"Nov 14, 2020 at 11:24 AM","I picked up a dunkin donuts worker from the store. It was a minimum fare ride (3 minutes). She gets in the car, greets me and we had a good small conversation, she was genuinely a very nice person. Just before I reached her dropoff, she spilled the coffee on the floor when I braked (it was just a regular brake, not even slightly hard brake). I thought to myself that I'll just let it slide because I was headed home after this trip anyways, so I didn't plan to report this trip to uber to collect the cleaning fee. I would have just washed the floor mat myself later that day, I was still as nice to her as I was before the spill. One of the reasons I planned not to report it to Uber was that she was a minimum wage worker so I felt pity for her.

But as I am on my way home, I just looked at my driver profile and saw my rating changed from 4.96 to 4.95 (it was 4.96 just 1 hour ago), she gave me a 1 star. I know for a fact that it was her because I only picked up 3 other riders that day and the ride went smoothly. Now I don't know why she 1 starred me but I am guessing she didn't wanna be matched with me again to avoid the awkward situation. I don't know if its true or not but many riders have the PERCEPTION that 1 starring a driver guarantees that you won't be matched with them again. Whatever the reason behind that 1 star was, it really made me upset. I reported the trip right away to Uber and got a $40 cleaning fee.",2020
post-6381500,jeanocelot,"Jul 17, 2020 at 1:20 PM","I was reading this:

",2020
post-6631399,foreverct,"Nov 14, 2020 at 8:48 PM","There is a reason for canceling a ride along the lines of rude customer, or customer behavior. When a customer has bags of stuff, is last minute to your car and shows little agency, and looks at you as if you should get out and loads their stuff for them. Bonus points for pretending to not know how to open a door.
Is this a good enough reason to cancel and give the customer complaint. Or is this just stuff you need to sweat out and let these customers continue to hassle drivers.",2020
post-5976738,LyftUberFuwabolewa,"Mar 12, 2020 at 10:12 AM","I get a pick up in an area that borders the hood.

A lady hood rat comes out with a paper plate piled with food and a spoon jammed in it. As she approaches the vehicle I ask her if she has something to put the plate of food into and she replies ""I won't spell it"".

I am assuming she's planning on holding it for the duration of the ride which was short. I put the car in gear and pull out and look back and she's already digging into it. I reach up and cancel the ride. I pull over and say I'm sorry but there's no eating. It's in the rideshare community guidelines. She gives me the usual flak and backtalk as she gets out. [Insert Michael Richards rant here]

I called Lyft to get unpaired from that rider and also to get a cancellation fee. I'm told by Lyft support that because I started the ride I can't get a cancellation fee.

The takeaway lesson? If you think that you forsee a situation with a rider that might lead to a cancellation, go ahead and cancel the ride right away before you start it. That's the only way to get the cancellation fee. Of course you'll probably end up canceling on people that you wouldn't need to, but that's on Lyft.",2020
post-6595924,The Gift of Fish,"Oct 28, 2020 at 8:55 AM","All companies need a slogan. And according to some here, I'm independent businessman. I therefore need a slogan. I have been looking for inspiration from other businesses.

Facebook's is ""It's quick and easy"". 
Google's is ""Do the right thing"". 😴

Neither of these are fit for a rideshare driver. The best I have come up with so far is a reshuffling of Target's:

""Pay more. Expect less"". Now that we can (temporarily) set our own prices in CA, this is what the pax I take have been doing. But this won't last forever. So I'll need a new slogan.

What's your Uber/Lyft driver slogan?",2020
post-6644927,Benjamin M,"Nov 22, 2020 at 8:51 PM","Uber background check underway at the worst time (is there ever a good time, though?). Fired up Doordash, hate it, declined most of the pings and then went to Lyft - also hate it. 

First ping, pax texted indicating that she would be there in a minute after I had been sitting for most of the clock. Time expired, I called and hung up after it rang, and I canceled (trip wasn't worth much). 

As I was pulling out, saw her in the mirror. She ran after me, I figured that I was in the clear - but she kept zigging and zagging around the apartment complex running full speed, popped up three times! 

Damn, if she can chase down a car so efficiently you'd think she could be ready sooner! 😂 

A few Lyft pings later, picked up a passenger getting off work from a pizza restaurant. No issues, toes to the curb, mask on. 

Less than half a mile down the road, ""can you please pull over?"".

Barely opened the door when she started vomiting heavily. And this was at about 3pm, plus the fact that it was unlikely she was drunk, I canceled.

She was understanding and I wished her well, but noped out of that in a hurry - fifteen minute trip to a no go zone for me. 

Back to Eats FT during the second wave, stuck with Lyft - because Doordash with their Red Card and non tipping customers can kiss my shiny metal ass. But at least it was an entertaining day? 😂",2020
post-6644018,scarshapedstar,"Nov 22, 2020 at 11:18 AM","Each of my last driving days I had two lengthy debates with anti mask passengers. One was young and obnoxious but at least complied. One took his mask down but was so elderly and debilitated I just put my windows down because I'm too nice.

Not anymore. Both of these people feigned open mindedness and voiced at least empathy with my support for science, laws and company policy. I did genuinely try to reason with them. I thought I smoothed things over and never said an unkind word. I even cited my girlfriend, an infectious disease physician, as a source.

And both of them passive aggressively emphasized they were going to tip me well in the app for being civil and informative. As we all know, this is how a certain breed of abusive passenger loves to inform you that you're about to be stiffed.

I won't be driving once I start my job and I feel for anyone who has to continue serving these people. To that end, anyone who uncovers their mouth is getting three seconds to mask up or get dropped off on the side of the road, and they are getting reported. If they give me a bad rating I am happy to push for them to be banned.

These people are terrorists using a position of power to make me put myself at risk for the almighty dollar. And to some degree I desperately need that money. But when you lie to me, when the money is fake, I have no reason to put up with this sh*t at all.",2020
post-6572841,FLKeys,"Oct 16, 2020 at 9:35 AM","Picked up an EX Uber driver last night, said his 5th trip on Uber he pulled up and his PAX had two very large ""Service Dogs"" He told the PAX sorry can't take those two big dogs especially on my leather seats. PAX said you have to I'm legally bling and they are my ""Service Dogs"". Guy says sorry and drove off. 

Took all of 10 minutes for his app to shut down. Fired on the spot. Said Uber sent a message about service animals and refused to contact him regarding the situation. Said he went to a Uber hub and after waiting nearly 2 hours he was told to leave and not come back. No discussion about the events at all.

He said he knows he was wrong but he also said he was pretty sure they were not service dogs and the guy was not blind as the guy ran across a 4 lane street at an angle to get to his car and the dogs trailed behind the guy and did not lead the guy at all. He said the claws on those dogs were huge and he was afraid they would ruin his seats.

No tip.",2020
