Post,Name,Datetime,Story,year
post-6912647,ANT 7,"Mar 7, 2021 at 10:20 AM","This is from the.........""I wouldn't believe it unless I saw it myself""..........files.

Yesterday at about 1145 AM I was stuck at a red light in heavy traffic in front of a McDonald's drive thru. Apparently, two vehicles had tried to enter the single D/T lane at the same time, a white van (who was in the right, appeared to have been first, and had the legal ROW regardless) and a red Ford Taurus that was trying to butt in front of him by entering from the busy avenue I was stuck on (which is illegal to stand/stop on when trying to enter the D/T lanes of this McD).

Dude in the van is calmly talking out his window to the Taurus pax, when the driver of the Taurus exits his vehicle and walks over to the van and proceeds to start punching the van driver. So, the van driver backs up, parks, and exits his vehicle with his cell phone held in a position that made it obvious he was filming. Taurus driver grabs the cell and throws it Tom Brady style across all four lanes of traffic, where it bounces against the side of the wall of a Money Mart, and lands on the sidewalk. Yes, it was that kind of neighbourhood.

Van driver runs across the traffic, grabs his phone, turns and runs back across the traffic, but doesn't stop. He picks up speed and when he is about 5 feet from the Taurus driver, he jumps in the air Bruce Lee style and lands a left food directly on the Taurus driver's jaw sending him to the ground like a wet towel. An EPIC take down to say the least.

Taurus drivers G/F gets out of the car yelling ""OMG you've killed Johnny""........he's not dead BTW, he's just lying flat on the parking lot like J/C about to get nailed to the cross. Van driver gets back in his van and drives away. The red light changes color, and I do the same.

I hope they weren't fighting over who was going to get the last ""Happy Meal""........could gave called this thread.......""Floridamen invade Kanaduh"".........",2021
post-6895013,Young Kim,"Mar 1, 2021 at 2:42 AM","On Saturday night at 3:30 am, I had a pickup in Skokie, IL (a north suburb) by AMC Theaters also near Red Robin and Buffalo Wild Wings. I swiped right, and saw the three young men entering my Uber were going to the Hyatt Place in Rosemont, IL, about a 13 minute ride. Immediately I noticed they were drunk, but even more vexing...very loud. They began to ask me many questions, about everything. I answered abruptly with monosyllables. They were loud... ugh. Then, one of them got on their phone and put it on speaker and called some girl. Then they all proceeded to have a group discussion of their night, also asking me questions to try to involve me in their drunken talk. 

It was the end of a long Saturday night, which are always very taxing for an Uber ant. Especially now during the pandemic, it has gotten so very much worse. So I was not in a mood to feign interest with 3 very loud annoying pax who was discussing their hard partying with some girl they all knew. I could hear them talk stuff like, ""Yeah, when we sat down on the table and that other group approached I was pissed..."", ""Don't you think that the promoter will be interested in holding that party for next weekend?""...stuff like that.

So, I put on my Sony ""almost"" noise cancelling headphones (with very snug earbuds), and turned on some peaceful classical music at a loud volume. I told them that I need to listen to the Uber navigation system to insure that I drive to their destination properly, so I may not be able to communicate with them. Suddenly, as the soft notes of the symphony emerged, the three annoying pax almost seemed to magically disappear from my car. I could hear them still trying to talk to me, gesturing at me, and one even tapped my shoulder trying to get my attention.

I did remove one earbud and asked, ""Is there a problem?"", and he answered, ""No, I just wanna ask you how...(this and that)"". I interrupted with, ""So sorry, but I need to hear the Uber navigation. It is very important."" And then put back on my classical music... 

Soooo nice. It was suddenly like I was in another world of peace and harmony.

I think they got the message, because at the end of the ride, they just got out without saying a word, and I did not say ""goodnight"" either. I recommend everyone get a pair of very snug blutooth headphones (preferably noise cancelling), which will drown out annoying pax. I am doing this more and more now, with great results.

The only issue of course is that you won't be able to hear other traffic, like someone honking their horn. And most importantly, you must redouble your sight for any emergency vehicles since you won't be able to hear sirens. But....I think that at least for me, it is totally worth it. When an annoying pax is about to test my patience, some Mozart, Beethoven, or Handel will help me immensely.

For myself, I care nothing at all about getting a one star review from the pax if they feel I am ignoring them. If they are loud and obnoxious, I put them on ignore... with great satisfaction and relief.",2021
post-6897347,Guido-TheKillerPimp,"Mar 1, 2021 at 9:54 PM","I, like most if not all of you hopefully, do my best to avoid hitting any innocent animal, but accidents happen. Thankfully, I have only hit one rabbit and it was quick. He didn't feel a thing, and I had no chance in avoiding him.
Deer, Turtles, Alligators, Ducks, Dogs, Cats, Snakes have all challenged me with video game like skill, to avoid colliding with.
Tell us what you have luckily avoided, and the unfortunate ones you did not!",2021
post-6906219,ubermikeo,"Mar 5, 2021 at 12:53 AM","I picked up an old fart who ditched he walker before getting in the car. He was wanting a return trip from kwik mart but said he didn't know how to add the return trip. I told him I could take care of it when he got back in my car.

After waiting several minutes I got out and walked into the store and saw him shuffling wine bottles. He was taking his sweet time so I left his ass. LOL!
Am I going to hell?",2021
post-6911427,MoveThatShaker,"Mar 6, 2021 at 9:27 PM","Back in my younger days, I picked up this couple. The girl was actually pretty cute, but she was like 40. Me and her hit it off. 

Her husband was a moron. He spilled pizza on himself and shit. So I had a drink with her, and her husband just kind of hung around. Then he got violent and tried to fight everyone in the bar. So I asked her if she was trying to ****. She said she was worried about her husband. But she suggested we sneak off and go to my place. Bad idea. So I asked her husband if I could **** her wife. He said no and I left.",2021
post-6909571,excel2345,"Mar 6, 2021 at 6:14 AM","It seems to me, not scientific, just an opinion, that there appears to be a healthy departure of Uber execs recently. ex.
Do they know something we don't?",2021
post-6906301,ubermikeo,"Mar 5, 2021 at 1:26 AM","So far every time I go to projects it turns out bad. She had 4 kids and they were getting ready to pile in 'til I informed her that it was illegal for me to have that many passengers. She said the little one could sit on her lap? Wtf! Cancel!
In the future I will cancel all of these.",2021
post-6909561,excel2345,"Mar 6, 2021 at 6:07 AM","It seems to me, not scientific, just an opinion, that there appears to be a healthy departure of Uber execs recently. ex.
Do they know something we don't?",2021
post-6908925,ThraddashTorch9517,"Mar 5, 2021 at 10:10 PM","So when I started this ride, the destination said Hospital, and my initial instinct was to cancel, but like a noob I ignored it. A minute into the ride I try to play it cool and casually ask, ""So ... do you work at the hospital?""

He says no, he's going because he's ""not feeling well"".

Me: What's wrong?
Him: I just came back from a restaurant and started getting stomach cramps, cold chills, nausea.
(Um ...)
Me: Oh my gosh, did you call 911?
Him: Yes, they sent a truck, but it was too expensive to ride it to the ER.
Me: Did they do a covid test?
Him: No, but I just tested negative two weeks ago.
Me: I guess those symptoms sound like it could also be food poisoning.
<awkward silence>
Him: It couldn't be covid. I couldn't have developed symptoms so soon after eating there.
(Right, because the restaurant's the only place he could've gotten it.)
<more awkward silence>
Him: Are you feeling nervous?
Me: Maybe just a little bit. 
<step on gas>
Him: Don't worry, I'll give you good tip.
(Yes, that would make it all worth it ...)

I decide not to pull over and end the ride. Not sure what would happen to my karma rating if I did that. I'll do a good deed and see where it takes me.

(Hours later, saw the tip: $3.45)",2021
post-6897265,Guido-TheKillerPimp,"Mar 1, 2021 at 9:29 PM","17 min pick up on Lyft (45+ min) trip for Clinton.
Clinton thinks screwing around with the Lyft app while drunk and wasting a drivers time is quite humorous. 
Clinton decided to manipulate the pin drop location as well as the yellow person icon by separating the two by a distace of about half a mile, resulting in me going on a mini wild goose chase of sorts.
Clinton also refused to answer my calls or text messages.
Long story short, I caught on to him after approaching the front desk at his hotel.
Clinton, I imagine, got a good laugh at me having to cancel with no fee because the arrival button did not locate, and said I hit it early.
Screen shots of the entire fiasco along with my description of events sent to Lyft support.
Lyft support issues me a $30 cancel fee (noted as a bonus).
Hey Clinton you jerk, guess who got the last laugh! 😁",2021
post-6893723,Kable,"Feb 28, 2021 at 3:12 PM",Did everyone get this pro,2021
post-6884573,#1husler,"Feb 25, 2021 at 12:42 AM","Tonight I PUed a pax named Lane (on the app), who then said he's actually ""Corey"", then later say no his ""real name"" is ""Thomas""...proceeded to tell me that cops are hiding in the bushes looking for him, so he called ""the operator"" and it was a ""line to heaven"" that advised him to pray even though it ""wouldnt help""...on and on and on, 10 mins ride with none stop ""stream of consciousness"" stories...he didnt seem drunk or high (I get A LOT of those), wasn't threatening or ""scary"", just seemed to have mental health issues.

I've had a couple of these, and none have gone sideways, just these guys carrying on with their stories, to which I politely listen, etc...but it makes me wonder if these rides easily could get out of control and then go south. 

Do you come across pax with mental health issues from time to time?",2021
post-6896643,Tunasub,"Mar 1, 2021 at 5:19 PM","I have gone months without submitting a cleaning fee.
However over the past month or so I probably submitted 6.
I recently submitted a cleaning fee,and Uber contacted me and this is what they said..
My account has been flagged for multiple cleaning fee submissions.
However I don't have control when pax are going to make a mess.
I guess my point being is that you can submit a claim 3x a day but you don't have control over it.
Most are my messes are dirt, sand,mud on the floors.
In closing does this mean I can no longer submit a cleaning fee",2021
post-6895041,Young Kim,"Mar 1, 2021 at 3:20 AM","Saturday night February 27th was a very unique evening in the sense that I nearly hit one pedestrian, and had to brake rather hard for another (but I saw the latter coming easily). Also, I very regrettably sent a bunny into rabbit heaven. It was strange because I do sometimes have to narrowly avoid clueless pedestrians, but this all happened within a short span of time in one night. The first was the most jarring, because I nearly (without exaggeration) came very close to striking a pax darting out from between two cars into another Uber. (I do just wish to point out that I was not speeding at all, and rather driving about 3-4 miles under the speed limit). 

I was driving southbound on Linder Ave approaching Lawrence Ave in the north side of Chicago, and on a narrow street, when a would be pax literally jumped out from between two cars and ran in front of my car to their Uber across the street. I hit the brake and gasped at how close I came to hitting him/her. After stopping, I saw the other Uber ant's face who was parked look at me ...and we both shook our heads in disbelief. His pax, in a white parka jacket, with fur on the hoodie so I could not see the face, jumped into the Uber, completely not even acknowledging that he/she (I could not tell) almost got seriously injured. The street was 30 mph, so if I did not brake hard, I doubt the pax would have had life threatening injuries, but he/she would have been gravely hurt.

How many of you have had a person sprint in front of your vehicle running for their own Uber?

Next I was driving west on Harrison Street by Halsted next to the UIC campusk a short while later, and I saw a bunny suddenly jump into the street in a hurry. I slammed on the brakes (I was doing an UberEats order so there was no pax in my car), and veered right fast. As the car decelerated quickly, I thought I cleared the bunny easily......but...it jumped back right into my path under my tires in the last split second!

Squirrels (very common) I have avoided easily because they move in a predictable trajectory, and at constant velocity and zero acceleration. Deer are easy to avoid because they are large and move slowly. Geese or birds are even easier because they move either very very slowly or just fly away. But this bunny was moving and darting all over the place! As it jumped into my path, it hopped like up, left, down, and then finally back to my right...just as I thought I missed it. I heard a thud... I felt awful and disgusted, then hoped that it was not the bunny.

I slowly backed up away left from center...but I saw the heap of rabbit lying in the road. I am not sure why that bothered me so much, but I felt really awful. But not guilty. Because I knew that I did everything I could to avoid that bunny. Plus I was as I always am paying close attention to animals. And I was not speeding at all. It was the very first time in my life I hit a bunny, and noted that I could not have predicted its movement, as it seemed in retrospect completely random and unpredictable. Its last jump was right into my tire paths...sigh.

And so surprisingly (because it happened again shortly later), my next pax pickup was further south in the south side of Chicago by Roosevelt Ave and Racine Ave (a rather faster moving bigger street, 35 mph) I saw a man just run across the street in front of my car. However, I saw him running from the sidewalk easily, as his path was not obscured by cars like the first pedestrian I mentioned who appeared suddenly in between two parked cars. I ended up braking hard though, and he slowly just walked in front of my car as I came to a complete stop. I was a bit unhappy that some people just run into the street (even on a busy street) without looking at ALL. 

I am certain that all Uber ants have come close to hitting clueless pedestrians and likely causing roadkill of animals through no fault of their own. But have any of you actually HIT a pedestrian? Please do share your story of near misses...",2021
post-6894669,Merc49,"Feb 28, 2021 at 10:09 PM","Heres how the stimulus works, a traveling salesman stops at a hotel and asks to personally inspect rooms to see if he wants to stay there. The clerk says to leave a 100 dollar bill as deposit to look at the rooms. While the guy checks the rooms the clerk takes the bill and runs across the street and pays his $100 bill at the food store for the hotel food. The store manager takes the $100 and runs to the hooker he owed for sex. The hooker runs back to the hotel and pays the clerk the $100 she owed for the room. The salesman comes back and grabs his $100 bill and declines the stay at the hotel. Everyones debt was paid off but nothing was produced from the money. Food for thought, me I'm investing it in silver with hopes it will produce more money.",2021
post-6898257,Ozzyoz,"Mar 2, 2021 at 8:01 AM","Drivers are happy to take me to far away destinations for cheap.

",2021
post-6879123,Young Kim,"Feb 23, 2021 at 5:09 AM","OK, just when I thought this job cannot get any worse... it did, tonight, a couple of hours ago. I would like to ask at the end if anyone has had a most frustrating pax than the one I just had. The pax was a long pickup in Des Plaines, IL. The name on the app was Jordan. (this is in the northwest suburbs of Chicago, IL, in a middle class suburb). Pax came out of a nice apartment complex. The pax comes out, and everything starts off OK. But then he asks me, ""Do you have an aux cord?"" (Warning to newbies, never ever offer an aux cord if asked, pax will demand you play their music at full blast on repeat the entire ride). I said no of course. Then he asks if he can Blutooth his phone to my car speaker system. I replied of course, ""No, sir, my blutooth system does not work.""

Jordan tells me that he wishes to have me listen to his and his friend, ""Kuta Magnificent""'s recent hip hop song (which he argued would be the single top most downloaded song on Spotify, predicting at least a BILLION downloads... I said, ""so sorry Jordan, but my blutooth system does not work, but if you tell me the song, I'll look it up after I get home tonight, OK?"" Jordan just gets his phone out and starts playing his and his friend's song....... , but the song title was ... (that's right, that  was the name of the song)

I could not believe the garbage that came out of his phone... Mind you, I enjoy all music, including hip-hop and rap music. But his song, ""In the Shit"", was 5 minutes of a guy singing, ""He is in the shit."", ""Bweetch (you all know the actual word) is in the shit"", ""My boy is in the shit"", ""(the N-word) is in the shit"", ""My homie is in the shit"" interspersed with all manner of profanity and vulgar language describing criminal behavior (like shooting drugs, defaming women, committing crimes, etc). I heard the song 4 times in the 20 minute ride... I had to bear hearing some guy rapping the words, "" probably more than two hundred times. I tried to be polite... but I could feel my remaining feelings of positivity towards pax being wiped away, like a vestigial organ or decaying body part.

He asked me to be friends on Facebook and Instagram over and over. I replied, ""Sorry, Uber community guidelines prohibit such communication"". Then at the end of the ride, he asked me AGAIN if I could look him up on Instagram and download and listen AGAIN to his fabulous song, ""In the Shit"", and tell all my friends about it. He said he and his friend, ""Kuta Magnificent"" would become big, as big as Drake, Lil' Wayne, Jay-Z, and The Weeknd. Now, I really enjoy much of the work of the previous artists... But his song, ""In the Shit""... was literally the worst piece of hip-hop I have ever heard.

I already had a stacked order right behind this ride, and so I told Jordan that I cannot stop and look up and download his song, ""In the Shit"". I showed him on my app the green dot after his ride proving that I indeed had another rider who had been waiting a very long time. I told him that the next rider is already waiting 20 minutes, and therefore I could not take any more time since the ride was over. At the end of the ride when we reached the destination, I swiped right and asked very politely if he would exit the vehicle since the next rider had been waiting.

Then he got upset and really bizarre...

Jordan said his real name was ""Kuta Amazing"", not ""Jordan"" (so I really don't know his real name now). He kept insisting...then ... that I look up and download his song, and spread the ""incredible"" work of art of his and his friend's to my friends and my social media connections. When I said I cannot right then but I will do so after my shift was over, he started calling me a ""dumb Asian boy"" over and over...like 20 times! He said I was missing out on letting others know how great his song, ""In the Shit"" was.

I steadfastly insisted that he exit my vehicle, he just refused over and over...and just sat there. He argued that the next passenger does not have a song as great as his, so I would be justified in making the next passenger wait. I replied that it is unlikely that the next pax is even a hip-hop singer. Also, I tried to explain to him that it was very inconsiderate to make someone wait for such an endeavor.

Then he got quiet... and I started to feel a bit nervous. Maybe 45 seconds passed of silence, and I contemplated calling for help (through the Uber app or 911). But this was a moment to try to prevent any escalation. I was in a safe middle class neighborhood in Illinois after all. And he was not being immediately threatening... Rather, he was simply refusing to exit the vehicle and seemed insulted that I would not download his song then and there.

I tried to say encouraging things, positive things, to make him feel better and have him exit the vehicle. Finally, a car approached from behind us, and I told him that I must insist that he exit the vehicle immediately. As I drove forward to allow the car behind me to pass, he  opened the car door put his feet out as his legs dragged across the cement and yelled, ""Bweetch, why are you moving the f'ing car?!""... (I immediately thought to myself, ""WHY ARE YOU OPENING THE CAR DOOR AND TRYING TO STEP OUT WHILE THE VEHICLE IS MOVING??!) I was stunned...he could have seriously injured himself.

I stopped fast to avoid him being dragged under my wheels. When the car stopped he finally got out... Never was I more happy that a ride had ended. Strangely, he waved bye to me and smiled!

Since the pandemic began, this job has gotten more and more challenging as the months have passed (I have driven without interruption all months of the past year). To those of you sitting this out during the pandemic, it is likely a very wise decision. I think my sanity is slowly withering away. I think I may start posting like  or maybe far far worse soon if this constant march of negativity does not destroy the final fragments of love and faith I have left for humanity... As I drove off, I literally thought I was dreaming...having a terrible nightmare. Like I really could not believe I had such a crazy passenger... I reflect now that maybe he was high on Crystal Meth or Crack Cocaine...

(Below I will upload a one minute video YouTube link of ""Jordan"" or maybe his name is actually ""Kuta Amazing"" at the end of the ride as he refused to exit my vehicle. You can hear at least one instance of him calling me ... he called me that at least 20 times at the end of the trip, just because I refused to sit and download onto my phone his magnum opus, ""In the Shit"". I can see that upon listening to the audio that I am talking rather fast, normally I do not. But I was very agitated on trying to have him exit my vehicle ASAP. Also, I did not take video footage of his face...)


At this point I am sure everyone knows that I really try my best to be as patient, compassionate, and caring as a person should while driving Uber. But after this ride...... I can see how people can lose their sanity. I am hoping  does not have to read a post of mine in the future where I demonstrate an unbridled hatred of humans. I cannot allow myself to go there.

Finally, I wish to state unequivocally that I was NOT exaggerating the utter sheer insanity of this pax and the aspects of this ride...this all really happened! Before anyone questions why I did not yell and scream at the passenger to ""Get the F out of my car!"", you had to see him and how bizarre he was acting at the end. I thought it best to not agitate him.",2021
post-6896347,FLKeys,"Mar 1, 2021 at 3:42 PM","I got a call from Uber Support that one of my previous PAX said he left his wallet in my car and asked me to call the PAX or text support back.

I checked my car no wallet. Texted support back saying no wallet in my car, sorry. Well Uber support was nice enough to give the PAX my phone number. Get a call and it says SPAM Risk, okay I love messing with these people, I answer. It is my PAX that says her husband left a wallet. I tell her I replied to Uber they should have forwarded the reply to her. She said they did but she knows the wallet is in my car and she wants it back.

With that attitude I said I checked, its not here, sorry. Good Bye and hung up. She tried calling me back 4 more times. I get a call from another number, I don't answer. They leave a message. It is the husband, he tells me he knows the wallet was in his right hand when he got in my car (he got in the driver side rear door) and he put the wallet in the middle of the seat to answer his phone and forgot to grab the wallet when he got out.

I text back that there was no wallet in my car or if he did leave it one of my next PAX must have seen and took it. 

20 minutes later I get a 1 ⭐ rating pop up. Oh well, don't really care about the rating. This morning I realize his story was detailed enough that it should show in my dash cam. You can clearly see him walking up to my car with empty hands. You can see him get in the car and his right hand is clearly empty. You can see him answer his phone and never have a wallet or put it down.

I texted him back this morning saying I reviewed my dashcam files and he did not have a wallet in his hand when we walked up to my car and when he got in my car he clearly did not have any thing in his right hand. Thanks, for the 1 ⭐ rating and no tip.

He never replied back.",2021
post-6885233,BobDaScotty,"Feb 25, 2021 at 10:03 AM","Wee hours in Philly...

Picked up two riders that after the first minute asked ""Can you put something less white on?!"" I was listening to WXPN, an indie station. 

They then had me stop at a wawa, leaving some bags inside the car and took 15 minutes doing whatever they were doing.

On the further journey they gave me a hard time about taking jobs from their people (they heard from my accent I am not American) and I told them that some nights I am driving 9+ miles to pick up and that most drivers simply will not work the hours when I do.

Dropped them off after their 1 hour ride to NJ. 

They left me zero tip and 1*

**** racist pax.",2021
post-6874171,Young Kim,"Feb 21, 2021 at 6:01 AM","All these long hours trying in vain to keep positive are weighing me down... and I can sense darker feelings coming over me. Around 2:00 am, I had a pickup at a bar in the northwest suburbs of Chicago in Arlington Heights. After the pax made me wait (I remember her name was Patricia) for 3 minutes, I saw her come out in a group of 4. I rolled down my window and said, ""Sorry, but there is too many people"". 

She was clearly drunk, and her face was red. She just stared with glassy eyes for a short while silently, and then said, ""Well, can you still take me and my friends home?"" 

I said, ""Sorry, too many people"". (I have a cooler and a bunch of stuff in my front passenger seat)

She replied, ""Can't you move the stuff to the trunk?"" ""I'll tip you"".

I replied to her that I could even though it is against Uber policy... but it may be easier for her to order a second Uber...

At this point, she acted all entitled... and she said angrily, ""What is wrong with you?!"" ""Are you OK?"" ""Are you OK to take us home??!""

I felt something in me snap... (I thought to myself ""obviously why the heck would I not be OK? it is you that is not OK because you are an angry drunk!"")

I abruptly said to her, :""Hey! I'm cancelling this ride! I did nothing wrong here, and suddenly you are being rude to me. I don't take rude customers"". She just stared at me in shock and disbelief... but then I think it dawned on her that she made a mistake. 

I felt such a joy cancelling on her. She did not think this through. Tonight, the wait times, especially in the suburbs, were LONG. Like 15-20 minutes long. And...people were telling me that Ubers were cancelling on them. And the bar she was at with her friends was closing. And, some pax were telling me that they saw the dreaded, ""Sorry no UberX's in your area, pls try again later"" in the northwest suburbs where I was driving. She may have to wait for 15-20 minutes (or longer), and would have to beg the bar to let her and her friends stay inside until another Uber shows up.

Drunk entitled pax often act in a manner that is completely illogical and detrimental. She probably thought in her drunken state that she could be rude and order the Uber drivers to do whatever she wanted. 

Big mistake... this was not pre-Covd in the middle of downtown Chicago. Her friends who were sober knew instantly the mistake Patricia made, and apologized and asked if I would bring them anyway. 

I said, ""No."" I knew also that once the ride started, she would complain and give me crap the entire ride, and obviously one star me (which I don't care about), but I didn't want to deal with an angry drunk pax INSIDE my car. I found that if the pax before the ride even starts, sniffs of a problem, it is better to cut your losses... and get out of there.",2021
post-6883073,MHR,"Feb 24, 2021 at 2:39 PM","

",2021
post-6868957,kdyrpr,"Feb 19, 2021 at 9:17 AM","This is in response to a thread that stated they gave Rush Limbaugh a ride and he didn't tip.
7 pages of responses based on what is a lie. Or at least a 99.99999% chance it's a lie.
I figured if we are all going to just make up stories, whey not start with this thread. 
It has as much believability as any other. 
OH....hope I didn't offend anybody by using pronouns in the title. LOL",2021
post-6880645,ANT 7,"Feb 23, 2021 at 6:27 PM","Dropped off a pax here today. Luckily I kept my doors locked, and got away unscathed.

",2021
post-6887613,Jag2300,"Feb 26, 2021 at 1:19 AM",Me & my mom drive for Uber in Phoenix she received a email stating that her account is flagged for fraud & 50% of her promotion is going to be taken away but she takes every call that comes to her mostly airport calls she completed 20 rides today for $35 but they still have not paid her the money,2021
post-6874185,Young Kim,"Feb 21, 2021 at 6:22 AM","This was an interesting ride in the sense that it echoes more or more of what I am experiencing with pax. I picked up a couple of young men in the southwest suburbs of Chicago (Western Springs), and brought them all the way up to the north side of Chicago. In this long ride, I had a lot of time to talk to them. Both were out of school now and wanted to become YouTube, TikTok, Instagram stars. They wanted to make it as recording artists...across social media. They told me that they do livestream feeds where people tune into their work, and as I understood it they mix music, like hip-hop.

Where it became more interesting to me was that they gave up looking for a stable job because the price of Bitcoin was soaring so much, that they felt they will never have to work a real job again for the rest of their lives. I did check after the ride ended, and I just saw it hit around $57,000 per Bitcoin. I feel like the pandemic low last year was around $5,000. They kept telling me that I should invest heavily in it... they spoke of it almost as if it was a new religion. They were talking one million dollars per Bitcoin...and stuff like that.

I heard that Uber may accept Bitcoin as payment...or some rumors of that?

I wished them well, and for their sake I hope that they achieve their dreams. But I wondered to myself if this is the right attitude? Can a plethora of young college age/college graduates decide and become successful cryptocurrency investors... and not have to work any real jobs? 

I am not sure if such an attitude is best. I do own some Bitcoin actually, and I don't recommend it or not recommend it here...but I wanted to share an interesting story about how many young people are banking on the price of it to allow them never to do 9-5 again. I am not so sure if that is a good plan. Even if it works, our economy will still need people to work right?",2021
post-6889537,The Gift of Fish,"Feb 26, 2021 at 6:29 PM","... goes to this one placed at the entrance to a private neighbourhood . This place is only for skinnies. Enjoy having a snack or meal at home? Forget about it. Don't even think of parking your car here, either.

",2021
post-6885821,Ozzyoz,"Feb 25, 2021 at 1:41 PM","I'm riding the new GME squeeze today and am up $4k in gains. I do day trade of dips and highs baby. Tomorrow will be epic they say.

It's a Gallery so make sure you slide to flip screenshots of mine. I'm at $13k now. I started around $9k to put into the GME bad bwoy. Shalester man what u think Boi? Aren't I feasting? Sure beats Uber driving but Uncle sam will want a piece of my ass for this.
",2021
post-6872779,ANT 7,"Feb 20, 2021 at 4:19 PM","Reeeeaaaallllyyyyy now.......heh.

Pax text I got this AM during a stacked ping at 850 AM.......

Dropped off my other pax and took a break for 2 minutes, then cancelled on Uber Karen.",2021
post-6882639,Superfreedomfighter,"Feb 24, 2021 at 12:13 PM",Twice in last eight months I had gotten this notification from Uber that that a pax has reported that I have not been wearing my mask improperly which is bs I use a neck gator at all times with pax in car over mouth and nose while pax constantly letting theirs slip off nose even removing to eat or drink and talk on phone and of course there’s no recourse for us drivers to rebut false claims or other than getting into confrontation with pax and ending ride when they do anybody else experience this?,2021
post-6873431,Superfreedomfighter,"Feb 20, 2021 at 9:56 PM",Since smaller communities in rural states like South Dakota don’t get much coverage on this site thought I’d post this since they not immune from rideshare company drama and welcome them to this site to share their concerns and issues dealing with companies and any other that they deal with in smaller remote rural cities,2021
post-6873725,kingcorey321,"Feb 21, 2021 at 12:50 AM","LOL getting any is something you may hear a teenage say to another . 
No really . I have been catching bonuses from Ic. 4 orders 50 dollars thursday. 
Friday 83 dollars extra for 6 orders . 
I did both of them. I got the extra cash . 
I average 25 an hour no bonuses . With these bonuses 38 bucks an hour today . 
Yea it took me 6 hours to complete 6 orders today. Not good . 
Grocery stores were packed with people . The wait to check out took 20 or 30 alone .",2021
post-6861573,ANT 7,"Feb 16, 2021 at 9:28 PM","Nice 20 something woman, working for a major international chain that is quite a popular mid-level restaurant/bar setup in our market.

We hit it off at the start of the 30 minute ride, and it turns out she was in charge of take out and deliveries at this large place on the VD weekend. Decided to interview her on the sly for some UP content........heh.

They turned off all internet delivery apps after the first 2 hours (around 600 PM) because they were getting slammed on all fronts (DD, UE, and STD) and could not handle it. Mainy the apps though were causing the trouble. Too many people ordering and no kitchen can keep up, too many customers complaining, losing 30% in fees and having things sit an hour plus for pickups was the reason. As these are the least profitable orders by far, they got whacked.

Next was pick ups for take out from their own website, which were averaging about 3-5 orders every 15 minutes for about 3 hours straight. They track this metric in 15 minute segments apparently, and promote it with discounts and a points program for members.

They also had a 90 minute line to be seated until close, as they were not doing reservations. Covid here means you can only seat 50% capacity, so, they were being ruthless and doing first come first serve with a 90 min max seating time. Can't say I blame them.",2021
post-6871127,The Gift of Fish,"Feb 19, 2021 at 10:35 PM","I have come to the conclusion that there are a lot of driving techniques that are very different here in the Colonies, many of which fall under the category of, ""How can you not know this?"". 

As such, I'm genuinely interested to know which one of these options you believe to be correct.",2021
post-6830423,Young Kim,"Feb 5, 2021 at 5:43 AM","It started off fine... I picked up 2 pax at a bar in a suburb south of the city around 3:00 am. It was a couple. The guy suddenly started asking me if I was Korean. I replied, ""Yes, sir, I am"". He proceeded to ask me 27 times exactly if I was Korean on a 17 minute ride. Each time, I would answer ""Yes."" After around the 20th time, I started counting it back to him. ""Yes, I am Korean, that is for the 22nd time""...""Yes, I am Korean, for the 23rd time""...""Yes, I am Korean, for the 24th time"" etc. At this point, I went from being annoyed to very amused...

The girlfriend (who was very cute), started to apologize profusely and kept telling her boyfriend to shut up. She was quite friendly and tried to divert the repeated questions to other topics. She asked me if I thought she was fit and cute, showed me her stomach, to which I replied, ""Of course!...""haven't you seen a mirror recently?""

Then... the boyfriend suddenly started asking me, "" ...are you Korean?"" over and over...

I calmly replied that both my parents are Korean, so my genetics followed from that biological fact... He in his drunken state, started to repeat that same question over and over... afraid to get to the 27th time for that question, I cut him off... I then answered by having a short talk about how there are 46 chromosomes in each cell of my body... consisting of 22 pairs, and two sex chromosomes...inheritance patterns, etc. And all this explains why my being Korean has a logical connection to my parents being Korean.

For my own amusement, I quickly pointed out how traits are inherited from each parent through DNA transmission according to Mendelian genetics... and again tried to explain that is the reason I am in fact Korean and not another race...

After a long silent pause... he again asked...""So...why are you Korean?""

I tried so hard not to laugh...

At the end of the ride, the girlfriend apologized again for her boyfriend, and then handed me a twenty. The boyfriend gets out, and is suddenly very friendly with me, and asked his girlfriend if she had tipped me well. She replied that she did and both disappeared into their apartment building.

I thought this ride which started out sort of annoying, ended up very amusing and funny. The 20 dollar tip at the end was very nice.",2021
post-6822887,Guido-TheKillerPimp,"Feb 2, 2021 at 1:34 AM","What was you biggest rookie mistake(s) as a RS driver that hopefully you will never forget, and have certainly learned from?
Myself, always ensure doors are locked upon arrival and ""sizing up"" the 
situation /paxs before unlocking. Especially at night!",2021
